date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:40:12	26099/26099	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:42%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.migration.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.migration.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:40:38	26099/26099	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:42%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.navigation.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.navigation.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:41:03	10927/10927	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:42%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.parallax.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.parallax.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:46:22	18788/18788	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2021:22:40%20GMT	http://saintluxfrenchbulldogpups.com/shipping.html	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/shipping.html	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:49:49	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:42:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c6.eot?5510888	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c690c6.eot	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:52:23	11968/11968	---M--	200	added ('OK')	font/ttf	date:Sat,%2013%20Feb%202021%2004:42:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c6.ttf?5510888	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c690c6.ttf	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:53:13	13532/13532	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:42:52%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c6.svg?5510888	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c690c6.svg	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:53:54	326/326	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Apr%202021%2011:38:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/css/openhand.html	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/css/openhand.html	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:54:05	326/326	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Apr%202021%2011:38:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/css/closedhand.html	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/css/closedhand.html	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:54:12	933/933	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:41:56%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile.png	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:54:22	951/951	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:41:58%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_white.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_white.png	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:54:40	938/938	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:41:56%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_3x3.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_3x3.png	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:55:01	935/935	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:41:56%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_3x3_white.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/gridtile_3x3_white.png	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:55:22	184/184	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2004:41:56%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/coloredbg.png	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/coloredbg.png	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:55:25	2545/2545	---M--	200	added ('OK')	image/gif	date:Sat,%2013%20Feb%202021%2004:41:58%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/assets/loader.gif	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/assets/loader.gif	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:55:31	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:48:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.eot?d7yf1v	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.eot	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
09:55:44	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:48:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41d.eot?	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41dd41d.eot	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
09:55:54	58556/58556	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2004:48:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.woff?d7yf1v	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.woff	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
09:56:11	58480/58480	---M--	200	added ('OK')	font/ttf	date:Sat,%2013%20Feb%202021%2004:48:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.ttf?d7yf1v	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.ttf	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
09:56:23	164020/164020	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:48:34%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.svg?d7yf1v	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.svg	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/pe-icon-7-stroke/css/pe-icon-7-stroke.css)
09:56:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:48:26%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e3e6e.eot	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:56:49	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2013%20Feb%202021%2004:48:26%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot?	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfontd41dd41d.eot	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:56:52	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2013%20Feb%202021%2004:48:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff2?v=4.7.0	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e3e6e.woff2	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:56:56	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2004:48:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e3e6e.woff	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:57:09	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2013%20Feb%202021%2004:48:28%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf?v=4.7.0	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e3e6e.ttf	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:57:11	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Feb%202021%2004:48:28%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e.svg?v=4.7.0	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/fonts/fontawesome-webfont3e6e3e6e.svg	(from http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/font-awesome/css/font-awesome.css)
09:57:25	21368/21368	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2021:22:40%20GMT	http://saintluxfrenchbulldogpups.com/health-guarantee.html	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/health-guarantee.html	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:57:29	29066/29066	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:42%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:57:33	26075/26075	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20Feb%202021%2004:42:44%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.video.min.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/js/extensions/revolution.extension.video.min.js	(from http://saintluxfrenchbulldogpups.com/index.html)
09:57:37	22033/22033	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20May%202022%2021:22:40%20GMT	http://saintluxfrenchbulldogpups.com/reviews.html	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/reviews.html	(from http://saintluxfrenchbulldogpups.com/french-bulldog.html)
09:57:38	2329/2329	---M--	200	added ('OK')	application/javascript	date:Wed,%2011%20May%202022%2021:25:10%20GMT	http://saintluxfrenchbulldogpups.com/assets/js/contact.js	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/js/contact.js	(from http://saintluxfrenchbulldogpups.com/contact-us.html)
09:57:48	7536/7536	---M--	200	added ('OK')	font/woff	date:Sat,%2013%20Feb%202021%2004:42:30%20GMT	http://saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c6.woff?5510888	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/assets/revolution/fonts/revicons/revicons90c690c6.woff	(from http://saintluxfrenchbulldogpups.com/assets/revolution/css/settings.css)
09:58:08	67624/67624	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20May%202021%2007:00:54%20GMT	http://saintluxfrenchbulldogpups.com/guarantee.jpg	C:/Mes%20Sites%20Web/Site_chien_1/saintluxfrenchbulldogpups.com/guarantee.jpg	(from http://saintluxfrenchbulldogpups.com/health-guarantee.html)
09:58:21	62/62	---MCZ	302	error ('Found')	text/plain	date:Thu,%2010%20Nov%202022%2008:58:20%20GMT	https://unpkg.com/sweetalert/dist/sweetalert.min.js	C:/Mes%20Sites%20Web/Site_chien_1/unpkg.com/sweetalert/dist/sweetalert.min.js	(from http://saintluxfrenchbulldogpups.com/contact-us.html)
09:58:21	40808/40808	---MCZ	200	added ('OK')	application/javascript	etag:%229f68-Kj2qvHAjLGNQq0jTJgXcSmrB8fo%22	https://unpkg.com/sweetalert@2.1.2/dist/sweetalert.min.js	C:/Mes%20Sites%20Web/Site_chien_1/unpkg.com/sweetalert/dist/sweetalert.min.js	(from http://saintluxfrenchbulldogpups.com/contact-us.html)
